date,departement,temperature,ensoleillement
2024-03-01,01,9.99,23840.29
2024-03-01,02,8.35,20186.75
2024-03-01,03,9.61,26511.39
2024-03-01,04,10.51,29496.67
2024-03-01,05,7.46,26442.24
2024-03-01,06,12.72,29977.52
2024-03-01,07,8.74,25935.21
2024-03-01,08,8.34,18914.00
2024-03-01,09,10.62,35163.53
2024-03-01,10,9.52,21062.37
2024-03-01,11,12.71,31848.48
2024-03-01,12,8.44,26394.43
2024-03-01,13,13.26,33896.04
2024-03-01,14,9.12,24867.08
2024-03-01,15,7.87,24199.85
2024-03-01,16,10.80,23376.67
2024-03-01,17,11.15,27160.24
2024-03-01,18,9.63,24136.25
2024-03-01,19,10.27,24243.51
2024-03-01,21,9.14,21278.40
2024-03-01,22,9.40,29949.31
2024-03-01,23,8.48,27200.08
2024-03-01,24,10.64,23597.11
2024-03-01,25,9.05,19671.38
2024-03-01,26,10.87,28484.66
2024-03-01,27,9.27,22057.73
2024-03-01,28,9.05,23474.75
2024-03-01,29,9.92,23457.48
2024-03-01,2A,12.71,30496.70
2024-03-01,2B,11.03,30761.92
2024-03-01,30,12.13,28818.41
2024-03-01,31,11.82,30697.19
2024-03-01,32,10.77,28679.58
2024-03-01,33,11.60,29150.23
2024-03-01,34,12.05,30488.35
2024-03-01,35,9.69,28222.81
2024-03-01,36,9.49,24566.82
2024-03-01,37,9.80,22368.91
2024-03-01,38,11.46,27659.18
2024-03-01,39,9.49,21633.94
2024-03-01,40,11.49,29254.22
2024-03-01,41,9.23,23139.80
2024-03-01,42,8.37,28701.64
2024-03-01,43,6.73,28255.60
2024-03-01,44,10.10,25872.54
2024-03-01,45,9.39,23654.51
2024-03-01,46,10.79,26074.13
2024-03-01,47,11.61,27423.70
2024-03-01,48,7.03,27626.35
2024-03-01,49,9.48,22795.74
2024-03-01,50,8.80,26166.70
2024-03-01,51,9.05,21024.86
2024-03-01,52,9.41,19697.71
2024-03-01,53,8.91,23495.20
2024-03-01,54,9.05,19789.34
2024-03-01,55,8.57,19400.31
2024-03-01,56,10.15,23931.00
2024-03-01,57,8.74,18500.58
2024-03-01,58,9.22,23626.66
2024-03-01,59,8.46,20616.72
2024-03-01,60,8.83,22320.09
2024-03-01,61,8.60,22984.37
2024-03-01,62,9.17,22077.79
2024-03-01,63,10.05,27910.98
2024-03-01,64,11.21,27734.68
2024-03-01,65,10.59,29265.95
2024-03-01,66,14.26,33857.96
2024-03-01,67,9.64,21093.33
2024-03-01,68,9.54,23126.19
2024-03-01,69,10.74,24288.37
2024-03-01,70,9.12,19783.35
2024-03-01,71,9.75,22469.60
2024-03-01,72,9.52,23046.34
2024-03-01,73,9.89,23629.93
2024-03-01,74,8.83,23497.96
2024-03-01,75,9.89,23655.61
2024-03-01,76,9.59,22887.85
2024-03-01,77,9.34,21527.81
2024-03-01,78,8.92,24673.65
2024-03-01,79,10.12,22299.17
2024-03-01,80,8.65,20053.39
2024-03-01,81,11.12,28082.18
2024-03-01,82,11.26,28639.00
2024-03-01,83,13.39,32608.91
2024-03-01,84,11.93,29100.77
2024-03-01,85,10.32,25514.13
2024-03-01,86,9.42,24687.21
2024-03-01,87,9.00,23452.02
2024-03-01,88,7.88,19923.53
2024-03-01,89,9.92,22132.34
2024-03-01,90,8.52,19997.07
2024-03-01,91,9.56,23619.98
2024-03-01,92,9.90,24681.51
2024-03-01,93,9.95,22990.55
2024-03-01,94,10.03,23162.08
2024-03-01,95,9.84,23635.52
2024-03-01,971,26.39,40010.47
2024-03-01,972,25.75,39878.12
2024-03-01,973,27.23,33140.51
2024-03-01,974,19.96,31471.81
2024-03-01,976,28.62,35244.06
